st,ct,as,sa
56,939,Ahraura,231301
56,939,Amawar,231212
56,939,Bichchi,231214
56,939,Bijaipur,231303
56,939,Bijpure,231223
56,939,Bina Project,231220
56,939,Chilh,231312
56,939,Chopan,231205
56,939,Chunar,231304
56,939,Chunar Cement,231311
56,939,Chunar Tehsil,231304
56,939,Churk,231206
56,939,Dalla,231207
56,939,Dudhi,231208
56,939,Factory,231311
56,939,Ganesh Ganj Ind Estate,231002
56,939,Ghorawal,231210
56,939,Gurma,231209
56,939,Jamuwa,231314
56,939,Kachwa,221501
56,939,Kubaripatehra,231309
56,939,Laldigi,231002
56,939,Lalganj,231211
56,939,Mahuwaria,231001
56,939,Marihana,231310
56,939,Markundi,231209
56,939,Mirzapur Chowk,231002
56,939,Mirzapur City,231002
56,939,Mirzapur H O,231001
56,939,Muzaffarganj,231002
56,939,Obra,231219
56,939,Obra Thermal,231219
56,939,Rajpur (mirzapur),231215
56,939,Ramgarh (mirzapur),231213
56,939,Renukot,231217
56,939,Renusara,231218
56,939,Roberts Ganj,231216
56,939,Saktinagar,231222
56,939,Sikhar,231306
56,939,Turra,231221
56,939,Welleslyganj,231001
56,939,Wyndhamganj,232221
56,939,Adhwar,231301
56,939,Agarsand,231305
56,939,Ahungi Kala,231211
56,939,Akodhi,231307
56,939,Amaha Mafi,231211
56,939,Amilaudha,231210
56,939,Amoi,231001
56,939,Amwar,231212
56,939,Babura,231307
56,939,Babura Kala,231211
56,939,Bagahan,231306
56,939,Baidand,231001
56,939,Bajta,231313
56,939,Balliparwa,231312
56,939,Bangla Devaria,231305
56,939,Baraini,231501
56,939,Baraudha Belan,231211
56,939,Barbasa Gaharwar,231211
56,939,Bardiha Kala,231211
56,939,Barkachha,231001
56,939,Bedaur,231211
56,939,Bhaisod Balay Pahad,231211
56,939,Bharehata,231304
56,939,Bharpura,231001
56,939,Bhudkuda,231304
56,939,Bhuelikhas,231302
56,939,Bidapur,231501
56,939,Bihsada,231303
56,939,Bilra Patehara,231211
56,939,Biraura,231303
56,939,Birohi,231303
56,939,Birshahpur,231001
56,939,Chaturipur,231302
56,939,Chhatahan,231001
56,939,Chhota Mirzapur,231205
56,939,Chunar Cement Factory,231311
56,939,Chunar Fort,231304
56,939,Chunar Rly Station,231304
56,939,Dadwan Pakseda,231303
56,939,Dargah Sharif,231304
56,939,Darhiram,231001
56,939,Derhauna,231302
56,939,Devaria,231305
56,939,Devpura,231001
56,939,Dewari,231001
56,939,Domanpur,231306
56,939,Domari,231305
56,939,Dramandganj,231211
56,939,Dubarkala,231211
56,939,Dugauli,231313
56,939,Ekali,231301
56,939,Gangpur,231304
56,939,Ghaghara,231212
56,939,Gogaon,231313
56,939,Gothaura,231302
56,939,Gursandi,231001
56,939,Hallia,231211
56,939,Hardi Gulalpur,231211
56,939,Hargarh Bazar,231313
56,939,Hariharpur Bedauli,231001
56,939,Jaipatti Kala,231305
56,939,Jalalpur Mafi,231304
56,939,Jamuhar,231304
56,939,Jamui,231001
56,939,Jigna Rs,231313
56,939,Kachhwa,231501
56,939,Kakarad,231309
56,939,Kalna,231303
56,939,Kalwari Mafi,231210
56,939,Kandawa,231304
56,939,Kanhaipur,231309
56,939,Kanokhar,231211
56,939,Kathinai,231001
56,939,Khajuraul,231305
56,939,Khanjadipur,231304
56,939,Kholua,231312
56,939,Kolna,231304
56,939,Kota Shiv Pratap Singh,231211
56,939,Kubari Patehara,231309
56,939,Kushhan,231303
56,939,Kusumhi,231304
56,939,Laldiggi,231001
56,939,Lalpur Naudiha,231001
56,939,Lilasikala,231212
56,939,Lohadi,231210
56,939,Magarahan,231306
56,939,Mahamalpur,231501
56,939,Mahuari Kala,231307
56,939,Mahuaria,231212
56,939,Mahuwaria Edso,231001
56,939,Majhawan,231501
56,939,Manaur,231302
56,939,Marihan Edso,231310
56,939,Matwar,231211
56,939,Mirzapur Ho,231001
56,939,Mirzapur Kutchery,231001
56,939,Mohanpur Bhavrakh,231001
56,939,Mowaiya,231312
56,939,Mujehara,231312
56,939,Musaffarganj Edso,231001
56,939,Nadaulikaraundi,231211
56,939,Nadini,231303
56,939,Nakati Mishrauli,231001
56,939,Nibi Gaharwar,231303
56,939,Nigatpur,231314
56,939,Pachegada,231302
56,939,Pachevara,231305
56,939,Padaria Kala,231309
56,939,Padwania,231210
56,939,Pahadi,231001
56,939,Paidapur,231001
56,939,Patehara Khurd,231001
56,939,Patharaul,231309
56,939,Pathraura,231302
56,939,Patihata,231304
56,939,Pavari Kala,231211
56,939,Pidkhir,231302
56,939,Purusottam Pur,231305
56,939,Raipur Pokhta,231001
56,939,Raipuria,231304
56,939,Rajpur Amghat,231001
56,939,Ramgarh Kiriyat,231306
56,939,Rampur 38,231001
56,939,Rampur Atari,231309
56,939,Rehi,231211
56,939,Rupaudha,231305
56,939,Sabha Lilwahi,231210
56,939,Sagobandh,231212
56,939,Samogara,231001
56,939,Sarson Gram,231001
56,939,Semara Baraho,231001
56,939,Semari Khas,231501
56,939,Sher Pur,231304
56,939,Sherwa,231302
56,939,Shivdwar,231210
56,939,Sindhora,231001
56,939,Sri Niwas Dham,231313
56,939,Supantha,231303
56,939,Tendua Kala,231001
56,939,Thiresapur,231304
56,939,Tilaon,231211
56,939,Tilthi,231312
56,939,Tita,231211
56,939,Usari Khamaria,231211
56,939,Vindhyachal,231307
56,939,Wellesly Ganj,231001
